Number,GivenName,Surname,Gender,StreetAddress,City,StateFull,ZipCode,TelephoneNumber,Age,Company,Latitude,Longitude
2994,Luan,Carvalho,male,"Rua dos Cardeais 1231",Canoas,"Rio Grande do Sul",92320-290,"(51) 7279-5711",38,"Pantry Food Stores",-29.884331,-51.259658
2995,Raissa,Alves,female,"Rua Luiz Fachinetti 636",Salvador,Bahia,41770-580,"(71) 4729-7582",32,Elek-Tek,-12.817731,-38.489415
2996,Julia,Cardoso,female,"Travessa Armando Ramacciato 1823","São Paulo","São Paulo",03185-030,"(11) 3602-3903",31,"Parts and Pieces",-23.623726,-46.630712
2997,Breno,Santos,male,"Rua Sílvio Carestiano 870","Nova Friburgo","Rio de Janeiro",28614-170,"(22) 9382-2582",25,"Champion Auto",-22.344035,-42.505338
2998,Letícia,Silva,female,"Avenida Comendador Alberto Dias 1763","São Paulo","São Paulo",05307-120,"(11) 2436-9204",44,Luskin's,-23.579701,-46.689276
2999,Vitoria,Barros,female,"Rua Felicetto de Luca 224","São Paulo","São Paulo",04552-070,"(11) 5574-2317",39,"Record Town",-23.661682,-46.607367
3000,Marisa,Ferreira,female,"Rua Zé Borges 1490",Mossoró,"Rio Grande do Norte",59628-505,"(84) 7832-7360",40,"Consumers Food and Drug",-5.181297,-37.189685
3001,Anna,Araujo,female,"Rua General Osório 896",Goiânia,Goiás,74340-070,"(62) 9577-6661",26,"Best Biz Survis",-16.675903,-49.337801
3002,Renan,Cunha,male,"Rua Mercúrio 363","Nova Iguaçu","Rio de Janeiro",26240-190,"(21) 8051-5041",21,Greyvoid,-22.769994,-43.480829
3003,Tomás,Carvalho,male,"Rua Porto Alegre 946","São Luís",Maranhão,65047-770,"(98) 4167-5403",22,"Grand Union",-2.583013,-44.396331
3004,Brenda,Melo,female,"Rua Mercúrio 142",Cambé,Paraná,86185-760,"(43) 6346-4428",34,"De-Jaiz Mens Clothing",-23.195486,-51.336855
3005,Livia,Cunha,female,"Travessa da Saudade 700","Jaboatão dos Guararapes",Pernambuco,54100-361,"(81) 2464-7967",29,"The Flying Hippo ",-8.227152,-35.019082
3006,Rafaela,Barbosa,female,"Rua Goialândia 1336",Recife,Pernambuco,52091-155,"(81) 4383-4922",18,VitaGrey,-8.094459,-34.925461
3007,Julia,Azevedo,female,"Rua Princesa Isabel 1167","Vila Velha","Espírito Santo",29119-260,"(27) 5529-6119",42,"Gas Depot",-20.396418,-40.269671
3008,Lara,Souza,female,"Travessa Miguel Florenço 1460",Castanhal,Pará,68745-080,"(91) 3629-7404",22,"Forth & Towne",-1.324271,-47.895495
3009,Clara,Rodrigues,female,"Rua Salgado Filho 745",Cascavel,Paraná,85802-150,"(45) 4951-2215",32,"Baltimore Markets",-25.099248,-53.39542
3010,Manuela,Rocha,female,"Rua Ivai 920",Cascavel,Paraná,85818-010,"(45) 4943-5964",18,"Our Own Hardware",-24.972592,-53.41348
3011,Larissa,Ferreira,female,"Rua São José 316","São Luís",Maranhão,65047-020,"(98) 5504-7069",24,"Tape World",-2.588801,-44.319533
3012,Aline,Melo,female,"Travessa Cristóvão Donati 87",Piracicaba,"São Paulo",13418-605,"(19) 2122-8321",28,"Present Company",-22.657791,-47.689305
3013,Anna,Rodrigues,female,"Rua Trinta e cinco 1521","São José dos Campos","São Paulo",12232-896,"(12) 8243-5062",45,"Father & Son",-23.134335,-45.993672
3014,Thiago,Martins,male,"Rua Comendador Castro 476","Porto Alegre","Rio Grande do Sul",91760-200,"(51) 8133-2841",19,Intelacard,-30.10112,-51.10011
3015,Evelyn,Carvalho,female,"Rua Orleans 1375","Nova Iguaçu","Rio de Janeiro",26020-230,"(21) 5765-8425",34,Excella,-22.65871,-43.522309
3016,Laura,Araujo,female,"Rua Progressista 1917","São Paulo","São Paulo",02451-050,"(11) 6205-7654",45,"Sammy's Record Shack",-23.556085,-46.600373
3017,Ana,Lima,female,"Avenida Minerva 1954",Divinópolis,"Minas Gerais",35500-400,"(37) 6440-4071",29,"Handy City",-20.111712,-44.844729
3018,Rafaela,Barbosa,female,"Rua Humberto Bertoldi 1070",Curitiba,Paraná,81170-475,"(41) 5668-8256",32,"Creative Wealth",-25.565186,-49.216502
3019,Paulo,Ribeiro,male,"Rua 12 913","Rio Verde",Goiás,75907-050,"(64) 9191-9234",36,"Children's Palace",-17.771846,-50.949106
3020,Rafaela,Almeida,female,"Rua 513 1237",Fortaleza,Ceará,60531-310,"(85) 7001-2339",32,"Two Pesos",-3.71029,-38.555652
3021,Beatrice,Araujo,female,"Rua Passagem do Pedestre 496",Camaçari,Bahia,42809-010,"(71) 8970-6176",28,"Unity Frankford Stores",-12.659527,-38.281013
3022,Lara,Pereira,female,"Alameda Aerostato 251",Barretos,"São Paulo",14783-236,"(17) 9097-8520",23,"STM Auto Parts",-20.450933,-48.727127
3023,Diogo,Barros,male,"Rua Sucupira 53",Maceió,Alagoas,57052-560,"(82) 5593-5680",21,"J. Riggings",-9.618029,-35.683537
3024,Luana,Gomes,female,"Rua Carlos Coimbra da Luz 1127","Santa Bárbara D'Oeste","São Paulo",13453-198,"(19) 2516-5178",18,Fireball,-22.875062,-47.47295
3025,Lucas,Ribeiro,male,"Rua Professora Ozenilda Maria da Silva 81","Jaboatão dos Guararapes",Pernambuco,54160-050,"(81) 9333-5412",32,"Sunflower Market",-8.163761,-35.012807
3026,Marina,Rocha,female,"Rua Dez 597","Barra Mansa","Rio de Janeiro",27353-110,"(24) 2672-9922",43,Judy's,-22.524424,-44.184262
3027,Amanda,Cardoso,female,"Rua Emílio Rossi 300","São Caetano do Sul","São Paulo",09551-250,"(11) 5454-5322",21,"Rhodes Furniture",-23.551203,-46.513357
3028,Brenda,Alves,female,"Rua Joaquim Manuel de Macedo 1043",Campinas,"São Paulo",13080-470,"(19) 8505-7648",19,"Freedom Map",-22.976979,-46.961097
3029,Beatrice,Fernandes,female,"Rua Ernesto de Souza 1853","Rio de Janeiro","Rio de Janeiro",20510-360,"(21) 5385-6300",36,"Tech Hifi",-23.014542,-43.300837
3030,Bianca,Cardoso,female,"Rua Helena Silva Teixeira 688","São Paulo","São Paulo",03226-053,"(11) 2388-6459",27,"Record & Tape Outlet",-23.696508,-46.628946
3031,Carla,Carvalho,female,"Rua Antônio Carlos Costa 423",Jaboticabal,"São Paulo",14876-247,"(16) 6610-7759",35,"The Goose and Duck",-21.102924,-48.331572
3032,Nicole,Lima,female,"Rua Betânia 1845",Recife,Pernambuco,52010-170,"(81) 5742-2080",28,Sagebrush,-7.976294,-34.978449
3033,Amanda,Oliveira,female,"Rua José Rodrigues da Silva 194",Itatiba,"São Paulo",13257-830,"(11) 4210-6912",41,"Harold Powell",-22.957121,-46.741418
3034,Luis,Ferreira,male,"Rua Toropi 1471","Rio de Janeiro","Rio de Janeiro",21220-140,"(21) 8288-8258",26,Weatherill's,-22.833933,-43.402778
3035,Livia,Gomes,female,"Quadra QN 527 Bloco B 1476",Samambaia,"Distrito Federal",72317-562,"(61) 7730-3636",23,"Kiddie City",-23.035728,-47.338548
3036,Tiago,Barbosa,male,"Travessa Nossa Senhora do Carmo 653","Vitória de Santo Antão",Pernambuco,55610-171,"(81) 8395-2581",27,"Mighty Casey's",-8.190241,-35.298716
3037,Kai,Dias,male,"Rua Demétrio Ultramar 867","Cachoeiro de Itapemirim","Espírito Santo",29311-040,"(28) 2050-8715",23,"Kids Mart",-20.837245,-41.279394
3038,Julian,Gomes,male,"Rua Marcilio Dias 1976","Rio Grande","Rio Grande do Sul",96211-550,"(53) 9057-8665",23,Lum's,-32.132074,-52.323415
3039,Victor,Araujo,male,"Rua 17 1540",Manaus,Amazonas,69049-330,"(92) 7966-2367",32,"Lone Wolf Wealth Planning",-2.606296,-60.119661
3040,Gustavo,Almeida,male,"Rua Pajé 1280",Jundiaí,"São Paulo",13219-140,"(11) 4763-2614",28,"Wholesale Club, Inc.",-23.159398,-46.954632
3041,Gabrielly,Gomes,female,"Alameda Aristotenes Cláudio Sbrigh 2000","São Paulo","São Paulo",05282-000,"(11) 2613-7255",42,Gamble-Skogmo,-23.721277,-46.55134
3042,Vitoria,Fernandes,female,"Rua Maria Rita 1702","Belo Horizonte","Minas Gerais",31160-060,"(31) 8528-9874",25,"Plan Future",-19.944506,-43.871548
3043,Anna,Ribeiro,female,"Rua da Mangueira 514",Salvador,Bahia,41500-158,"(71) 6770-3979",35,"Rainbow Life",-12.964405,-38.416722
3044,Thaís,Araujo,female,"Rua Barão de Cotegipe 1447","Montes Claros","Minas Gerais",39400-388,"(38) 7714-9020",45,"Mission You",-16.673718,-43.952392
3045,Tânia,Alves,female,"Rua Um 1947","Rio de Janeiro","Rio de Janeiro",23075-410,"(21) 3798-6532",41,Galyan's,-22.955337,-43.423098
3046,Carla,Sousa,female,"Rua Floriano Dutra 1841",Salvador,Bahia,41386-470,"(71) 3785-3723",26,Merry-Go-Round,-12.832785,-38.463906
3047,Matheus,Sousa,male,"Rua H 1711","Barra Mansa","Rio de Janeiro",27320-230,"(24) 4740-6569",33,Orion,-22.568898,-44.24376
3048,Clara,Cunha,female,"Rua Hugo Sobreira Bortolai Filho 741",Sorocaba,"São Paulo",18046-149,"(15) 3698-7475",41,"University Stereo",-23.539209,-47.520503
3049,Emily,Carvalho,female,"Rua Pedro Velho 1850",Mossoró,"Rio Grande do Norte",59619-180,"(84) 8525-8875",34,"Leo's Stereo",-5.180092,-37.181197
3050,Tânia,Rodrigues,female,"Rua Dom Fernandes Sardinha 546","Campo Grande","Mato Grosso do Sul",79073-200,"(67) 3598-3228",44,Kleinhans,-21.042891,-54.199276
3051,Anna,Cardoso,female,"Rua Carbonita 1802",Recife,Pernambuco,51180-460,"(81) 8339-3033",34,"Specialty Restaurant Group",-8.093979,-35.02237
3052,Luana,Rocha,female,"Rua Luiz Guimarães Júnior 1098",Teresópolis,"Rio de Janeiro",25966-095,"(21) 4839-7695",40,"Hit or Miss",-22.269336,-42.879541
3053,Julia,Martins,female,"Rua Maceió 1502",Araguaína,Tocantins,77824-400,"(63) 9820-3243",44,ManCharm,-7.281167,-48.698035
3054,Evelyn,Souza,female,"Rua Dezoito 744",Sumaré,"São Paulo",13178-400,"(19) 3090-5745",34,"Integra Wealth",-22.853018,-47.167471
3055,Amanda,Gomes,female,"Rua Professora Eva de Oliveira 1629","Rio de Janeiro","Rio de Janeiro",23580-195,"(21) 4964-3925",39,"Leonard Krower & Sons",-22.94509,-43.334461
3056,Erick,Carvalho,male,"Rua Cametá 925","Belo Horizonte","Minas Gerais",30285-050,"(31) 6406-4335",38,"Fradkin Brothers Furniture",-19.898079,-44.052374
3057,Emily,Oliveira,female,"Rua Antônio Sanches 719",Botucatu,"São Paulo",18601-220,"(14) 2541-4113",31,"Garden Master",-22.856872,-48.455525
3058,Alex,Castro,male,"Rua Francisco Sales de Abreu 1259",Itapetininga,"São Paulo",18210-460,"(15) 2354-7276",21,"National Record Mart",-23.582125,-48.14273
3059,Camila,Castro,female,"Alameda Castanhal 1887",Belém,Pará,66630-600,"(91) 2906-3984",24,Gottschalks,-1.311056,-48.370491
3060,Luiza,Martins,female,"Rua Verdejantes 1610",Paulista,Pernambuco,53433-310,"(81) 6234-6520",21,"Steak and Ale",-7.933204,-34.890253
3061,Ágatha,Araujo,female,"Rua João Raphael Mendes 1513",Criciúma,"Santa Catarina",88810-090,"(48) 8587-2261",24,"Xray Eye & Vision Clinics",-28.673284,-49.298777
3062,Vinicius,Dias,male,"Rua Victor Graeff 682",Guarulhos,"São Paulo",07175-350,"(11) 8551-7204",36,"Skaggs-Alpha Beta",-23.347565,-46.403048
3063,Luan,Rodrigues,male,"Rua Coronel Paulo Souza Barros 1550","São Paulo","São Paulo",05596-120,"(11) 9665-5197",35,"Techo Solutions",-23.634289,-46.716708
3064,Manuela,Rocha,female,"Rua Arizoly Vieira Machado 647","Santo Ângelo","Rio Grande do Sul",98805-680,"(55) 4885-2892",45,Steinberg's,-28.316222,-54.24746
3065,Bianca,Oliveira,female,"Praça Constancio Vaz Guimarães 1785","São Paulo","São Paulo",03366-005,"(11) 9422-3040",21,"Body Fate",-23.630654,-46.589436
3066,Sarah,Santos,female,"Rua Doutor Álvaro Alvim 1518","São Paulo","São Paulo",04018-010,"(11) 2011-7382",33,"Two Pesos",-23.535075,-46.602344
3067,Eduardo,Goncalves,male,"Rua Brasília 661",Cambé,Paraná,86191-000,"(43) 8596-4793",30,Heilig-Meyers,-23.192882,-51.26253
3068,Clara,Costa,female,"Rua Matilde Ahid Assad 331","Cachoeiro de Itapemirim","Espírito Santo",29312-550,"(28) 5352-8753",31,"Value Giant",-20.849453,-41.122969
3069,Laura,Silva,female,"Rua Atílio Lubiana 1938",Linhares,"Espírito Santo",29900-570,"(27) 8044-3125",21,"Quest Technology Service",-19.318777,-40.178326
3070,Miguel,Araujo,male,"Rua do Sol 1508","Rio de Janeiro","Rio de Janeiro",21211-610,"(21) 2182-2063",34,"Landskip Yard Service",-22.833601,-43.24216
3071,Tiago,Martins,male,"Rua Doutor Olavo Cruz 832","Juiz de Fora","Minas Gerais",36071-290,"(32) 8302-5289",35,"Service Merchandise",-21.715527,-43.462602
3072,Leonor,Lima,female,"Travessa Clemência 160","São Paulo","São Paulo",02306-100,"(11) 4329-4325",28,Awthentikz,-23.668867,-46.611638
3073,Laura,Sousa,female,"Rua Flor de Ipê 58","São Paulo","São Paulo",04050-070,"(11) 8088-9379",22,"Rich and Happy",-23.555576,-46.561765
3074,Breno,Rocha,male,"Rua Letícia Ghisi Zappellini 828",Criciúma,"Santa Catarina",88810-159,"(48) 7724-7955",42,Prestiga-Biz,-28.720691,-49.403018
3075,Diego,Rocha,male,"Rua dos Gerânios 521","Vila Velha","Espírito Santo",29129-029,"(27) 7452-4631",42,Metro,-20.321041,-40.255004
3076,Otávio,Carvalho,male,"Avenida dos Flamboyants 997",Goiânia,Goiás,74855-340,"(62) 9918-2588",41,"Robert Hall",-16.627726,-49.305361
3077,João,Azevedo,male,"Avenida Alfredo Braga de Carvalho 346",Varginha,"Minas Gerais",37062-440,"(35) 7377-8063",44,"Modern Realty",-21.480177,-45.39921
3078,Kaua,Santos,male,"Rua Cabo Reis 614",Maceió,Alagoas,57014-740,"(82) 6297-6465",44,"Harvest Foods",-9.483329,-35.634707
3079,Tomás,Melo,male,"Rua Rubem Braga 1490",Manaus,Amazonas,69054-531,"(92) 6844-2161",21,"New World",-2.607576,-60.062721
3080,Isabela,Goncalves,female,"Rua Tomé de Souza 867",Itaquaquecetuba,"São Paulo",08593-210,"(11) 7938-6703",40,"Showbiz Pizza Place",-23.531532,-46.323953
3081,Nicole,Almeida,female,"Rua A-3 989",Rondonópolis,"Mato Grosso",78750-694,"(66) 8905-5678",23,"Camelot Music",-16.439516,-54.554246
3082,Carla,Rodrigues,female,"Rua Antônio Pedro da Silva 199",Timóteo,"Minas Gerais",35180-194,"(31) 6940-6572",23,"Mansmann's Department Store",-19.578773,-42.655096
3083,Lavinia,Santos,female,"Rua Quarta do Parque 1538",Camaçari,Bahia,42809-260,"(71) 8770-9842",45,"Enviro Architectural Designs",-12.65942,-38.265457
3084,Raissa,Pinto,female,"Rua Arnaldo Carpinteiro Péres 607",Manaus,Amazonas,69067-030,"(92) 9900-5421",39,"Strategy Planner",-2.716199,-60.042965
3085,Gabrielly,Almeida,female,"Viela Três 1682","Franco da Rocha","São Paulo",07844-240,"(11) 7368-7401",29,"Oranges Records & Tapes",-23.273593,-46.787919
3086,Clara,Rodrigues,female,"Rua Trinta 1328","Sete Lagoas","Minas Gerais",35703-285,"(31) 6192-8492",45,"Garden Master",-19.474952,-44.235633
3087,Mateus,Barros,male,"Rua Campo Grande 1327",Curitiba,Paraná,82930-270,"(41) 2859-2243",21,"Bay Furniture",-25.54834,-49.326781
3088,Giovana,Barbosa,female,"Rua Montese 1012",Araçatuba,"São Paulo",16072-155,"(18) 6445-9134",27,"Champion Auto",-21.24562,-50.578999
3089,Beatrice,Goncalves,female,"Rua Landel de Moura 275","Porto Alegre","Rio Grande do Sul",91920-150,"(51) 7078-5278",35,"Two Pesos",-30.123173,-51.257686
3090,Emilly,Alves,female,"Rua Minas Azuis 975","Feira de Santana",Bahia,44063-470,"(75) 6968-3613",32,Harold's,-12.263671,-39.006512
3091,Maria,Pereira,female,"Rua Francisco de Carvalho 1948",Divinópolis,"Minas Gerais",35500-226,"(37) 3276-8297",32,"Great Western",-20.058356,-44.948993
3092,Júlia,Alves,female,"Via Acesso 001 867","Aparecida de Goiânia",Goiás,74923-100,"(62) 8222-3379",25,"Castle Realty",-16.860834,-49.204777
3093,Rebeca,Fernandes,female,"Rua K 469","Montes Claros","Minas Gerais",39404-116,"(38) 4824-4166",33,"Nickerson Farms",-16.60632,-43.971888
3094,Anna,Cavalcanti,female,"Rua Tietê 1260",Serra,"Espírito Santo",29173-245,"(27) 4879-4886",34,LaBelle's,-20.024168,-40.212492
3095,Renan,Dias,male,"Quadra Quadra 12 Conjunto J 97",Paranoá,"Distrito Federal",71571-210,"(61) 8761-5322",43,"Mr. Steak",-15.775477,-47.769024
3096,Matilde,Martins,female,"Rua Maria Luiza da Silva 573","São João de Meriti","Rio de Janeiro",25570-166,"(21) 6191-6978",22,Hoyden,-22.847646,-43.315987
3097,Julieta,Araujo,female,"Rua Benjamin Paulo Curi 751",Barbacena,"Minas Gerais",36202-373,"(32) 6531-9715",23,"Pergament Home Centers",-21.300476,-43.862972
3098,Gabrielly,Gomes,female,"Rua Brasílio Perreira Almeida 1144","São Gonçalo","Rio de Janeiro",24470-180,"(21) 7119-2729",33,"Grade A Investment",-22.795137,-42.977599
3099,Leonardo,Goncalves,male,"Avenida Coronel Amâncio Bueno 900",Campinas,"São Paulo",13070-084,"(19) 7231-3514",33,"The Warner Brothers Store",-22.942158,-47.057742
3100,Matilde,Barbosa,female,"Avenida Serra do Imeri 220",Americana,"São Paulo",13470-433,"(19) 7274-7587",29,Kleinhans,-22.806623,-47.212334
3101,Lara,Lima,female,"Quadra Quadra 01 197",Formosa,Goiás,73813-725,"(61) 8652-5617",32,"Reliable Garden Management",-15.428715,-47.272983
3102,Melissa,Pinto,female,"Rua Osvaldo Cruz 1107","Lençóis Paulista","São Paulo",18682-120,"(14) 6642-7879",20,Schweggmanns,-22.653613,-48.842452
3103,Luis,Alves,male,"Caminho 83-Setor C 1705",Salvador,Bahia,41343-190,"(71) 3689-8210",37,"Britches of Georgetown",-12.923757,-38.550982
3104,Beatriz,Fernandes,female,"Rua Deodoro 1086","Porto Alegre","Rio Grande do Sul",91260-370,"(51) 3431-8862",40,Sandy's,-30.184002,-51.204287
3105,Samuel,Lima,male,"Travessa Afonso Santana 70","São João Del Rei","Minas Gerais",36300-456,"(32) 2622-6723",24,"The Network Chef",-21.280735,-44.249173
3106,Evelyn,Cardoso,female,"Rua Colômbia 1578",Dourados,"Mato Grosso do Sul",79841-470,"(67) 7192-7736",21,"Highland Appliance",-22.062147,-54.879784
3107,Isabelle,Almeida,female,"Travessa Brasília 853",Itabuna,Bahia,45601-030,"(73) 8464-4514",43,Incluesiv,-14.938849,-39.331438
3108,Luis,Cavalcanti,male,"Rua Pedro Marcelino Diniz 1674","Campina Grande",Paraíba,58108-183,"(83) 6101-7361",42,Kleinhans,-7.228502,-35.987168
3109,Sarah,Barros,female,"Rua Guaranta 1844",Cotia,"São Paulo",06716-240,"(11) 7667-9918",42,"Office Warehouse",-23.694362,-46.988943
3110,Matheus,Gomes,male,"Rua Vinte e Dois de Maio 1654",Salvador,Bahia,41110-500,"(71) 2643-5175",22,Naturohair,-12.92488,-38.449197
3111,Júlio,Alves,male,"Rua Jornalista Edmundo Morais 1676",Recife,Pernambuco,50730-480,"(81) 2649-9579",29,Loblaws,-8.037914,-34.988817
3112,Marina,Azevedo,female,"Rua Francisco Galarda 958",Araucária,Paraná,83706-540,"(41) 3156-6748",28,"Music Plus",-25.573287,-49.368636
3113,Laura,Cunha,female,"Quadra QS 304 Bloco 05 1337",Samambaia,"Distrito Federal",72306-505,"(61) 6571-2190",29,"Universal Design Partners",-23.129483,-47.389513
3114,Emilly,Martins,female,"Rua Engenheiro Reginaldo Arcuri 1441","Juiz de Fora","Minas Gerais",36083-018,"(32) 8663-8863",27,"Cut Above",-21.694302,-43.514406
3115,Thaís,Ribeiro,female,"Passagem Barão do Rio Branco 1281",Belém,Pará,66690-650,"(91) 3483-6507",19,"Aaronson Furniture",-1.340035,-48.419483
3116,Luiza,Azevedo,female,"Rua Renato Feio 1715","Sete Lagoas","Minas Gerais",35700-031,"(31) 8781-6031",44,"Eden Lawn Service",-19.498035,-44.198807
3117,Kauã,Castro,male,"Rua João Ascendino Lamim 1504",Itajaí,"Santa Catarina",88308-535,"(47) 2001-5910",37,"Franklin Music",-27.022527,-48.749947
3118,Luiza,Correia,female,"Rua Bolívia 1522",Araçatuba,"São Paulo",16025-235,"(18) 6532-4075",26,Powerbod,-21.181019,-50.609264
3119,Douglas,Melo,male,"Travessa Reflexão 1799","São Paulo","São Paulo",08080-460,"(11) 4466-8867",26,Veramons,-23.68375,-46.592319
3120,Tânia,Sousa,female,"Rua dos Colegiais 694",Araguaína,Tocantins,77809-352,"(63) 4228-7090",28,"Super Duper",-7.262072,-48.680982
3121,Brenda,Ferreira,female,"Praça Catulo da Paixão Cearence 64",Taubaté,"São Paulo",12070-340,"(12) 7455-5917",27,Keeney's,-23.018926,-45.427159
3122,Lavinia,Martins,female,"Avenida Tomás Rabelo e Silva 1513","São Paulo","São Paulo",02811-000,"(11) 2002-6116",40,"The High Heelers",-23.616923,-46.542844
3123,Leila,Gomes,female,"Avenida Gregório de Matos 1303",Caruaru,Pernambuco,55030-230,"(81) 9316-8813",39,"Pro Property Maintenance",-8.176435,-36.083906
3124,Otávio,Cardoso,male,"Beco Ze Godinho 755","Rio de Janeiro","Rio de Janeiro",23595-096,"(21) 3164-8396",22,"Saturday Matinee",-22.90476,-43.364056
3125,Antônio,Cavalcanti,male,"Beco dos Mendes 1699","Belo Horizonte","Minas Gerais",30220-426,"(31) 3766-7873",39,"H.C. Bohack",-19.852497,-43.975399
3126,Júlia,Sousa,female,"Rua Cônego José Norberto 546","São Paulo","São Paulo",04288-080,"(11) 6727-4214",43,"Bay Furniture",-23.564853,-46.622427
3127,Amanda,Gomes,female,"Quadra EQNP 06/10 Bloco D 1494",Ceilândia,"Distrito Federal",72230-504,"(61) 4526-6468",33,"King Carol",-15.744268,-48.073666
3128,Raissa,Fernandes,female,"Rua Francisco Ladislau 409",Cariacica,"Espírito Santo",29146-250,"(27) 5503-7727",39,"Little Tavern",-20.245004,-40.393004
3129,Tânia,Cardoso,female,"Rua CV 36 823",Goiânia,Goiás,74369-043,"(62) 6085-2899",41,Witmark,-16.713975,-49.256305
3130,Lavinia,Silva,female,"2ª Travessa Doutor Joaquim Nabuco 5",Olinda,Pernambuco,53020-312,"(81) 8970-3649",43,"The Original House of Pies",-7.992172,-34.798508
3131,Emilly,Pinto,female,"Rua Escritor Mário de Andrade 1568",Natal,"Rio Grande do Norte",59069-250,"(84) 5194-3203",21,Erlebacher's,-5.857475,-35.258579
3132,Eduarda,Carvalho,female,"Avenida das Rosas 1179",Birigüi,"São Paulo",16203-185,"(18) 2200-7099",18,"Father & Son",-21.19175,-50.439259
3133,Marina,Castro,female,"Rua Maria Izabel Tosin 192",Colombo,Paraná,83406-330,"(41) 9983-8765",42,"Endicott Johnson",-25.276208,-49.111228
3134,Matheus,Dias,male,"Avenida Papa Pio XII 1666",Guarulhos,"São Paulo",07113-000,"(11) 7848-2208",44,"Pro Star Garden Management",-23.408633,-46.347589
3135,Rebeca,Melo,female,"Rua Sibéria 1484","Santo André","São Paulo",09250-440,"(11) 6951-8011",35,"Square Circle",-23.761731,-46.467434
3136,Vitoria,Cavalcanti,female,"Alameda Pará 1589",Ananindeua,Pará,67013-234,"(91) 6450-3569",35,"Happy Bear Investment",-1.332504,-48.312804
